epoch,loss,total_power_watt,sample_ids,vk_mag_ut_1,vk_mag_ut_2,vk_mag_ut_3,vk_mag_ut_4,vk_mag_ut_5,vk_mag_ut_6,vk_mag_ut_7,vk_mag_ut_8,vk_mag_ut_9,vk_mag_ut_10,vk_real_ut_1,vk_real_ut_2,vk_real_ut_3,vk_real_ut_4,vk_real_ut_5,vk_real_ut_6,vk_real_ut_7,vk_real_ut_8,vk_real_ut_9,vk_real_ut_10,vk_imag_ut_1,vk_imag_ut_2,vk_imag_ut_3,vk_imag_ut_4,vk_imag_ut_5,vk_imag_ut_6,vk_imag_ut_7,vk_imag_ut_8,vk_imag_ut_9,vk_imag_ut_10,sinr_ut_1,sinr_ut_2,sinr_ut_3,sinr_ut_4,sinr_ut_5,sinr_ut_6,sinr_ut_7,sinr_ut_8,sinr_ut_9,sinr_ut_10,power_ut_1,power_ut_2,power_ut_3,power_ut_4,power_ut_5,power_ut_6,power_ut_7,power_ut_8,power_ut_9,power_ut_10,rate_ut_1,rate_ut_2,rate_ut_3,rate_ut_4,rate_ut_5,rate_ut_6,rate_ut_7,rate_ut_8,rate_ut_9,rate_ut_10,qos_ut_1,qos_ut_2,qos_ut_3,qos_ut_4,qos_ut_5,qos_ut_6,qos_ut_7,qos_ut_8,qos_ut_9,qos_ut_10
11,0.0,657.0703125,1436,0.0009055542177520692,0.0007175429491326213,0.0002856363425962627,0.00043043552432209253,0.0006552430568262935,0.00033368938602507114,0.00038830708945170045,0.0006316214567050338,0.0007163447444327176,0.0004770871892105788,0.0009054056135937572,0.000701680313795805,0.0002846028655767441,0.00042397005017846823,0.0006311673787422478,0.00030239400803111494,0.00038665859028697014,0.0006244573160074651,0.0007161168032325804,0.0004644710570573807,1.6403822883148678e-05,0.00015004203305579722,-2.427595063636545e-05,-7.432446000166237e-05,-0.00017598643898963928,0.00014109032053966075,-3.574257789296098e-05,9.486160706728697e-05,1.806902582757175e-05,-0.0001089900397346355,7.186983077894435e-15,3.3534563777389784e-15,1.724317146824196e-16,4.090984376176651e-16,2.811130616006967e-15,2.2128501489469121e-16,2.9034899768448327e-16,2.433532433725183e-15,5.438989136732995e-15,1.0685570504332439e-15,93.52719116210938,79.01792907714844,38.588993072509766,83.87477111816406,65.54740142822266,56.00727081298828,78.27223205566406,65.37580871582031,48.39459228515625,48.464088439941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,489.2891845703125,9384,0.00016494639567099512,0.0007662923308089375,0.0004409434914123267,0.0004613522032741457,0.00047899014316499233,0.0004127641150262207,0.0005243385094217956,0.0005797116900794208,0.0005165754118934274,0.0007055533933453262,0.0001643749128561467,0.0007660813280381262,0.0004159525560680777,0.0004599785024765879,0.0004770138184539974,0.00040797682595439255,0.0005073545617051423,0.0005762600339949131,0.0005152860539965332,0.0006853678496554494,-1.3718649825023022e-05,1.7982149074668996e-05,0.00014633742102887481,-3.557573290891014e-05,4.346708010416478e-05,-6.268274592002854e-05,0.00013237148232292384,-6.31663715466857e-05,3.6475335946306586e-05,-0.0001675605308264494,1.1841483379487554e-17,5.2808383446017234e-15,1.4692946905263578e-15,7.962599395113055e-16,1.300312676340309e-15,4.561944223970698e-16,2.1354458694768704e-15,1.8250929976028948e-15,2.213571953366871e-15,5.446964798964341e-15,62.48732376098633,65.26822662353516,25.71873664855957,56.87249755859375,40.46554183959961,63.6040153503418,35.382225036621094,61.85716247558594,32.15644454956055,45.476993560791016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,619.5897216796875,2538,0.0003254873736295849,0.0005003346595913172,0.0003651105216704309,0.0004159689415246248,0.000717458373401314,0.0005789100541733205,0.0004136261122766882,0.0004122039536014199,0.0004999552620574832,0.00033668093965388834,0.00032544173882342875,0.0004948353744111955,0.0003457913699094206,0.00041585275903344154,0.0007170758326537907,0.000538808642886579,0.00040392347727902234,0.00041117044747807086,0.0004919720813632011,0.00033663897193036973,-5.4502347666129936e-06,7.397768786177039e-05,-0.00011719221220118925,-9.831218449107837e-06,2.3426400730386376e-05,-0.00021171224943827838,-8.90639639692381e-05,-2.9171129426686093e-05,-8.898739906726405e-05,-5.314944701240165e-06,1.3210254376973144e-16,7.919882994187428e-16,4.631165874002688e-16,5.70908412081075e-16,4.7591829396397955e-15,1.926957179839697e-15,5.534115171874389e-16,3.8386847602273207e-16,1.0114024435260759e-15,2.1029440506204204e-16,84.92825317382812,79.09523010253906,38.356040954589844,52.42083740234375,55.65206527709961,58.263824462890625,52.87012481689453,75.17835235595703,61.74862289428711,61.07634735107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,702.8277587890625,5384,0.0006547342054545879,0.0005238308804109693,0.00034493699786253273,0.0007496048347093165,0.0005033101188018918,0.0005327228573150933,0.00035361823393031955,0.0003708384174387902,0.0006418911507353187,0.0004247556789778173,0.0006492141983471811,0.0005174585967324674,0.0003390148631297052,0.0007185778231360018,0.00048180585145018995,0.0004745530313812196,0.0003491761744953692,0.0003706422576215118,0.0006023538298904896,0.0004189636674709618,8.483997225994244e-05,-8.145776519086212e-05,-6.364315777318552e-05,0.00021343230037018657,-0.00014554790686815977,0.00024205997760873288,-5.587348641711287e-05,-1.2059937034791801e-05,-0.00022179742518346757,-6.990579277044162e-05,2.1158141868583575e-15,8.637310371391164e-16,3.1433194149260073e-16,3.5885457135681996e-15,9.81718173889549e-16,1.1849327070015251e-15,2.2782639888342996e-16,2.267411114499808e-16,2.7962031426192677e-15,6.514015824817367e-16,86.81793212890625,87.13900756835938,45.019161224365234,87.95040130615234,65.34050750732422,67.9419937133789,68.6058578491211,83.37490844726562,60.68810272216797,49.94989776611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,570.564208984375,7784,0.0004521271912381053,0.0008408634457737207,0.00042283086804673076,0.0004652103525586426,0.000527835451066494,0.0006544713978655636,0.00025068983086384833,0.00028399116126820445,0.0004190398321952671,0.0003815616946667433,0.0004513378662522882,0.0008285360527224839,0.0004118278156965971,0.0004395549767650664,0.00052783073624596,0.0006466624909080565,0.00025066675152629614,0.0002800310612656176,0.00041888977284543216,0.00038131579640321434,2.6704217816586606e-05,-0.00014345494855660945,9.583207429386675e-05,0.00015235511818900704,2.22702874452807e-06,0.0001007991231745109,-3.4022186810034327e-06,-4.726084807771258e-05,-1.1212900972168427e-05,1.3696108908334281e-05,4.713570003671915e-16,7.0589913173666266e-15,9.520558212305322e-16,8.14978202975323e-16,1.5561083678398719e-15,3.4050993412583627e-15,8.988986936737023e-17,8.10150684276235e-17,6.70986519469473e-16,4.57498482558927e-16,88.61744689941406,70.79228973388672,33.560699462890625,57.44844055175781,49.863304138183594,53.85917282104492,43.92005920410156,80.25651550292969,45.93398666381836,46.31227493286133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,563.3228759765625,7808,0.0007355682319030166,0.0003702508984133601,0.00021897674014326185,0.00039520120481029153,0.0004324539622757584,0.00042591584497131407,0.0005854011978954077,0.0003967346274293959,0.0007039099000394344,0.0005597139825113118,0.00073147943476215,0.00035857694456353784,0.00021897662372794002,0.0003951599064748734,0.0004310763324610889,0.0004246164462529123,0.0005826340056955814,0.00039662065682932734,0.0006809672340750694,0.0005548131885007024,7.744978211121634e-05,9.224048699252307e-05,2.2821423328878154e-07,-5.713649898098083e-06,3.449111682130024e-05,-3.324439603602514e-05,-5.6852226407499984e-05,-9.508699804428034e-06,0.00017824929091148078,7.390598329948261e-05,4.178132313866975e-15,2.6213200087083757e-16,6.207616611573599e-17,3.5476664741656086e-16,7.566749135125598e-16,5.685747833718302e-16,2.3474550398010696e-15,3.7959564479008736e-16,5.092001242857323e-15,2.028438714942577e-15,70.0384521484375,71.66236877441406,37.024898529052734,68.73170471191406,46.2037239074707,57.854122161865234,50.00851058959961,65.23880004882812,48.19550704956055,48.36481857299805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,414.13140869140625,7132,0.0005186337511986494,0.00044783230987377465,0.0003619101189542562,0.0005897758528590202,0.00029867011471651495,0.0007498195627704263,0.000300735846394673,0.00012827599130105227,0.0003603055374696851,0.0004072139854542911,0.0005180436419323087,0.00041412090649828315,0.0003608220722526312,0.0005794424214400351,0.00029464089311659336,0.0007412773557007313,0.00029572591301985085,0.00012747592700179666,0.00035265946644358337,0.0003985406074207276,-2.4733633836149238e-05,-0.0001704630849417299,2.8042211852152832e-05,-0.00010991838644258678,4.8893642087932676e-05,0.00011285945947747678,5.4664662457071245e-05,1.430441170668928e-05,7.383346382994205e-05,-8.359799539903179e-05,1.3307836278265983e-15,7.012838821411345e-16,6.289677560550289e-16,2.380270366727122e-15,2.0836655807409126e-16,6.812738087292594e-15,2.0469718487680603e-16,7.284642992245206e-18,4.94672852789787e-16,9.586498668457885e-16,54.34535598754883,57.3316764831543,27.264732360839844,50.809906005859375,38.17384338378906,46.38014602661133,39.944366455078125,37.15351104736328,34.055904388427734,28.67197608947754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,499.16143798828125,2058,0.0005119829438626766,0.0003528133383952081,0.00021236141037661582,0.0003853904199786484,0.0012643382651731372,0.00047249317867681384,0.00026382083888165653,0.000418354116845876,0.0004618800594471395,0.00022181437816470861,0.0004815824795514345,0.0003524813801050186,0.00021088740322738886,0.0003784038999583572,0.001242511672899127,0.0004702887963503599,0.000260936445556581,0.00041450076969340444,0.0004599675885401666,0.0002216141001554206,-0.00017379542987328023,-1.5301009625545703e-05,2.497748391760979e-05,-7.304971222765744e-05,-0.00023391448485199362,4.558775253826752e-05,-3.890509469783865e-05,5.6650431361049414e-05,-4.198825263301842e-05,9.423999472346622e-06,1.2164012515414433e-15,2.0816194667777014e-16,8.87242064481605e-17,3.972934453109003e-16,7.372037415199692e-14,9.002648387036153e-16,1.0420976866898203e-16,3.9389978133794635e-16,1.0783587039406338e-15,7.224273862215983e-17,56.464027404785156,74.40557098388672,22.91326904296875,55.50331497192383,34.649131774902344,55.33993148803711,46.468074798583984,77.73509216308594,42.18716049194336,33.49587631225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,631.10400390625,7575,0.0005246782093308866,0.0005336602334864438,0.0005980084533803165,0.0007306582410819829,0.00041366281220689416,0.0005525516462512314,0.00037709096795879304,0.0003859905118588358,0.00040702143451198936,0.00035791832488030195,0.0004888940020464361,0.0005140514695085585,0.0005979927373118699,0.0006868176278658211,0.0004122852405998856,0.0005486809532158077,0.00036505734897218645,0.000385913357604295,0.00036415416980162263,0.0003573060384951532,-0.00019044647342525423,0.0001433329307474196,4.333362994657364e-06,-0.0002492850471753627,-3.373130311956629e-05,-6.528802623506635e-05,9.450256038689986e-05,-7.716932486800943e-06,-0.00018181910854764283,-2.0926474462612532e-05,8.899414129007167e-16,8.626060715060443e-16,2.9920407599144877e-15,4.644498066713352e-15,5.51610407504221e-16,1.6025837951062945e-15,3.3734675311178613e-16,3.206571864960018e-16,4.825904042532372e-16,3.2315664837445125e-16,85.12112426757812,93.98825073242188,42.72563171386719,61.340187072753906,53.061588287353516,58.143001556396484,59.914894104003906,69.19780731201172,56.84825134277344,50.76324462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,611.8714599609375,6520,0.0004622173437383026,0.0009572833660058677,0.00023879125365056098,0.0004526114498730749,0.00048424917622469366,0.00015766201249789447,0.000514875864610076,0.0008566078613512218,0.0003190598217770457,0.00039323579403571784,0.0004517418856266886,0.0009312487090937793,0.00023807806428521872,0.0004415194853208959,0.00046896791900508106,0.0001489076967118308,0.0005147363990545273,0.0008554750820621848,0.0002931266790255904,0.00039322907105088234,-9.784752182895318e-05,-0.0002217369037680328,1.844175494625233e-05,-9.958753798855469e-05,-0.00012069121294189245,-5.180546941119246e-05,-1.1983091098954901e-05,4.403865023050457e-05,-0.0001259996643057093,2.299721018061973e-06,7.832425783592238e-16,1.0587181698278221e-14,1.0234486681692407e-16,6.658306299195361e-16,1.1862362907073495e-15,5.333725523420008e-18,1.0377559678557621e-15,8.01347801727666e-15,2.4302420813020144e-16,5.982610117720476e-16,58.25261306762695,79.28816986083984,31.756624221801758,63.003562927246094,46.33733367919922,115.79886627197266,67.69265747070312,67.16360473632812,42.625125885009766,39.95289611816406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
